PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS08
4-character ID, AC09
Station name, KayakIsl__AK2007
Begin Date, 2007-08-26
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC09.pbo.igs08.pos
Offset from source file, 74.95 mm North, -84.06 mm East, 5.05 mm Vertical
Reference position, 59.8684791497 North Latitude, -144.5238475695 East Longitude, 368.88533 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-08-03,18.23, -26.08, -4.21, 1.51, 1.13, 4.58, repro,
2008-08-04,17.70, -25.16, -4.26, 1.66, 1.24, 5.06, repro,
2008-08-05,18.95, -24.51, -5.26, 2.12, 1.51, 6.49, repro,
2008-08-06,19.18, -25.35, -5.59, 1.47, 1.08, 4.45, repro,
2008-08-07,20.29, -25.45, -6.76, 1.68, 1.21, 5.01, repro,
2008-08-08,18.61, -25.92, -4.61, 1.37, 1.02, 4.15, repro,
2008-08-09,17.73, -25.62, -4.23, 1.52, 1.13, 4.61, repro,
2008-08-10,18.16, -26.24, -7.84, 1.42, 1.05, 4.3, repro,
2008-08-11,17.39, -26.21, -7.34, 1.38, 1.03, 4.19, repro,
2008-08-12,18.84, -26.47, 0.30, 1.61, 1.18, 4.91, repro,
2008-08-13,18.70, -27.91, 3.22, 1.54, 1.13, 4.66, repro,
2008-08-14,18.81, -27.09, 1.03, 1.42, 1.06, 4.32, repro,
2008-08-15,19.40, -27.12, -4.81, 1.4, 1.04, 4.24, repro,
2008-08-16,18.63, -26.72, -4.48, 1.31, 0.97, 4.01, repro,
2008-08-17,17.00, -25.72, -1.56, 1.29, 0.96, 3.93, repro,
2008-08-18,17.07, -27.05, -0.05, 1.41, 1.05, 4.3, repro,
2008-08-19,18.96, -28.52, 5.06, 1.68, 1.23, 5.14, repro,
2008-08-20,16.81, -27.01, 1.81, 1.48, 1.09, 4.51, repro,
2008-08-21,17.49, -26.36, 0.21, 1.39, 1.03, 4.15, repro,
2008-08-22,17.52, -27.08, -0.81, 1.43, 1.05, 4.32, repro,
2008-08-23,17.84, -29.61, -2.27, 1.57, 1.15, 4.76, repro,
2008-08-24,16.51, -26.46, 2.23, 1.44, 1.08, 4.36, repro,
2008-08-25,16.68, -26.57, 2.98, 1.37, 1.02, 4.16, repro,
2008-08-26,17.68, -26.85, 3.08, 1.4, 1.03, 4.22, repro,
2008-08-27,17.80, -27.26, 0.28, 1.37, 1.01, 4.13, repro,
2008-08-28,17.28, -26.29, 0.01, 1.38, 1.04, 4.15, repro,
2008-08-29,17.35, -26.20, -2.25, 1.4, 1.04, 4.26, repro,
2008-08-30,17.19, -27.09, -1.33, 1.37, 1.01, 4.14, repro,
2008-08-31,18.94, -27.81, -3.04, 1.51, 1.13, 4.53, repro,
2008-09-01,20.24, -28.83, 2.80, 1.8, 1.31, 5.46, repro,
2008-09-02,20.02, -28.26, -3.52, 1.71, 1.24, 5.22, repro,
2008-09-03,17.82, -28.13, -4.12, 1.5, 1.1, 4.55, repro,
2008-09-04,17.24, -26.61, -1.49, 1.71, 1.23, 5.21, repro,
2008-09-05,17.42, -27.54, -5.05, 1.44, 1.06, 4.38, repro,
2008-09-06,18.16, -27.73, -3.91, 1.48, 1.09, 4.53, repro,
2008-09-07,19.50, -31.70, -2.10, 1.97, 1.41, 6.02, repro,
2008-09-08,17.41, -27.54, -0.91, 1.5, 1.1, 4.56, repro,
2008-09-09,17.74, -28.49, 0.49, 1.52, 1.1, 4.58, repro,
2008-09-10,17.55, -29.33, 0.03, 1.86, 1.34, 5.66, repro,
2008-09-11,17.39, -28.27, 1.86, 1.55, 1.12, 4.74, repro,
2008-09-12,18.77, -28.62, 5.09, 1.56, 1.16, 4.72, repro,
2008-09-13,18.34, -28.18, -1.58, 1.43, 1.04, 4.35, repro,
2008-09-14,18.29, -29.43, 5.29, 1.68, 1.21, 5.13, repro,
2008-09-15,18.62, -28.83, -0.34, 1.52, 1.11, 4.63, repro,
2008-09-16,18.69, -30.14, -0.95, 2.15, 1.53, 6.55, repro,
2008-09-17,18.56, -29.14, 1.11, 2.05, 1.48, 6.4, repro,
2008-09-18,18.71, -29.73, -1.24, 1.62, 1.18, 4.95, repro,
2008-09-19,17.66, -30.32, 5.17, 1.95, 1.4, 5.96, repro,
2008-09-20,18.61, -30.37, 4.72, 1.58, 1.17, 4.84, repro,
2008-09-21,19.01, -28.60, 0.56, 1.48, 1.08, 4.57, repro,
2008-09-22,19.73, -29.93, -2.00, 1.52, 1.11, 4.65, repro,
2008-09-23,20.13, -29.48, -0.94, 1.42, 1.04, 4.34, repro,
2008-09-24,18.82, -29.30, -0.04, 1.36, 1.01, 4.19, repro,
2008-09-25,20.23, -29.11, 1.69, 1.4, 1.02, 4.3, repro,
2008-09-26,20.09, -29.93, 2.20, 1.47, 1.07, 4.46, repro,
2008-09-27,20.01, -29.63, -1.29, 1.43, 1.04, 4.37, repro,
2008-09-28,19.61, -28.82, 3.06, 1.46, 1.06, 4.43, repro,
2008-09-29,18.85, -30.11, 0.11, 1.46, 1.06, 4.45, repro,
2008-09-30,19.18, -30.16, 6.70, 1.85, 1.32, 5.64, repro,
2008-10-01,18.66, -29.93, 0.96, 1.6, 1.15, 4.83, repro,
2008-10-02,18.49, -30.63, 4.84, 1.4, 1.01, 4.26, repro,
2008-10-03,18.58, -30.03, 7.91, 1.52, 1.09, 4.6, repro,
2008-10-04,20.89, -31.19, 7.24, 1.71, 1.22, 5.19, repro,
2008-10-05,19.26, -30.61, 5.93, 1.77, 1.26, 5.34, repro,
2008-10-06,21.51, -30.79, 5.13, 1.74, 1.24, 5.23, repro,
2008-10-07,19.71, -30.99, 5.14, 1.98, 1.38, 6.01, repro,
2008-10-08,21.06, -31.35, 2.20, 1.64, 1.16, 4.83, repro,
2008-10-09,22.09, -30.68, -1.23, 1.56, 1.11, 4.68, repro,
2008-10-10,20.24, -32.28, -5.27, 1.69, 1.21, 5.11, repro,
2008-10-11,21.31, -31.49, -1.12, 1.78, 1.28, 5.35, repro,
2008-10-12,21.18, -32.88, 2.48, 1.68, 1.2, 5.05, repro,
2008-10-13,20.25, -32.04, 0.06, 1.56, 1.11, 4.69, repro,
2008-10-14,20.62, -32.12, 2.42, 1.61, 1.15, 4.84, repro,
2008-10-15,20.84, -33.41, -1.35, 1.7, 1.21, 5.18, repro,
2008-10-16,20.13, -32.90, -0.14, 1.67, 1.19, 5.07, repro,
2008-10-17,20.93, -32.48, 2.26, 1.47, 1.05, 4.41, repro,
2008-10-18,21.57, -33.33, 0.01, 1.61, 1.14, 4.84, repro,
2008-10-19,22.06, -34.23, 3.12, 1.82, 1.29, 5.5, repro,
2008-10-20,20.25, -32.35, 4.32, 1.88, 1.39, 5.62, repro,
2008-10-21,21.10, -32.19, 0.83, 1.49, 1.09, 4.49, repro,
2008-10-22,20.27, -32.28, 6.26, 1.63, 1.17, 4.94, repro,
2008-10-23,20.39, -34.19, 6.05, 1.71, 1.23, 5.19, repro,
2008-10-24,19.25, -31.88, 7.76, 1.62, 1.17, 4.95, repro,
2008-10-25,19.59, -32.19, -1.90, 1.48, 1.08, 4.45, repro,
2008-10-26,21.50, -32.45, -5.86, 1.48, 1.08, 4.46, repro,
2008-10-27,21.36, -33.09, -2.09, 1.49, 1.08, 4.5, repro,
2008-10-28,21.64, -32.99, -1.33, 1.49, 1.07, 4.46, repro,
2008-10-29,19.96, -32.55, 0.03, 1.42, 1.05, 4.28, repro,
2008-10-30,21.96, -33.02, 0.55, 1.44, 1.06, 4.38, repro,
2008-10-31,20.88, -32.78, -1.96, 1.4, 1.06, 4.22, repro,
2008-11-01,20.68, -33.66, 1.63, 1.69, 1.22, 5.13, repro,
2008-11-02,21.99, -34.35, 6.96, 1.54, 1.11, 4.68, repro,
2008-11-03,22.89, -35.34, 0.60, 1.57, 1.16, 4.74, repro,
2008-11-04,22.13, -34.37, 0.98, 1.55, 1.11, 4.67, repro,
2008-11-05,24.42, -34.33, 4.44, 1.56, 1.13, 4.75, repro,
2008-11-06,22.35, -33.37, 0.57, 1.68, 1.21, 5.11, repro,
2008-11-07,21.53, -33.15, 1.03, 1.53, 1.15, 4.59, repro,
2008-11-08,20.40, -32.90, 3.47, 1.53, 1.13, 4.65, repro,
2008-11-09,20.70, -34.01, 2.14, 1.42, 1.05, 4.3, repro,
2008-11-10,21.53, -34.90, 8.06, 1.58, 1.16, 4.82, repro,
2008-11-11,22.53, -36.03, 10.59, 1.49, 1.1, 4.54, repro,
2008-11-12,19.97, -33.18, 7.76, 1.73, 1.29, 5.3, repro,
2008-11-13,21.18, -33.24, 0.19, 1.77, 1.3, 5.37, repro,
2008-11-14,22.20, -34.27, -1.46, 1.7, 1.26, 5.24, repro,
2008-11-15,21.20, -33.45, -0.96, 1.52, 1.16, 4.62, repro,
2008-11-16,23.38, -33.76, -8.40, 1.57, 1.19, 4.79, repro,
2008-11-17,22.99, -33.93, -7.28, 1.39, 1.07, 4.22, repro,
2008-11-18,23.00, -33.73, -7.47, 1.34, 1.03, 4.1, repro,
2008-11-19,25.09, -35.47, -10.76, 1.49, 1.13, 4.55, repro,
2008-11-20,23.84, -34.30, -2.73, 1.8, 1.38, 5.57, repro,
2008-11-21,24.71, -35.87, -1.30, 1.59, 1.21, 4.87, repro,
2008-11-22,25.45, -36.27, 3.34, 1.66, 1.24, 5.07, repro,
2008-11-23,24.90, -34.09, -3.48, 1.46, 1.1, 4.44, repro,
2008-11-24,24.29, -36.11, 1.63, 1.47, 1.09, 4.47, repro,
2008-11-25,26.30, -35.62, 4.79, 1.64, 1.23, 5.06, repro,
2008-11-26,24.37, -36.49, 2.23, 1.64, 1.23, 5.05, repro,
2008-11-27,24.81, -37.74, -2.28, 1.54, 1.15, 4.77, repro,
2008-11-28,24.65, -36.27, 1.18, 1.49, 1.11, 4.58, repro,
2008-11-29,24.87, -35.90, 0.89, 1.47, 1.11, 4.47, repro,
2008-11-30,23.29, -34.55, 0.68, 1.6, 1.2, 4.84, repro,
2008-12-01,24.00, -34.19, -2.10, 1.34, 1.01, 4.08, repro,
2008-12-02,25.52, -35.48, -8.44, 1.35, 1.02, 4.09, repro,
2008-12-03,25.89, -35.33, -3.26, 1.49, 1.14, 4.57, repro,
2008-12-04,25.58, -35.09, -2.37, 1.54, 1.14, 4.66, repro,
2008-12-05,24.36, -35.70, -1.54, 1.52, 1.15, 4.64, repro,
2008-12-06,25.24, -35.74, -4.21, 1.44, 1.07, 4.39, repro,
2008-12-07,24.17, -35.29, -4.00, 1.43, 1.05, 4.38, repro,
2008-12-08,25.36, -36.19, 0.54, 1.5, 1.15, 4.58, repro,
2008-12-09,23.81, -37.07, 2.96, 1.52, 1.11, 4.65, repro,
2008-12-10,23.48, -35.95, -6.48, 1.47, 1.09, 4.51, repro,
2008-12-11,24.16, -36.12, -5.53, 1.61, 1.2, 4.97, repro,
2008-12-12,25.22, -35.64, -8.78, 1.39, 1.04, 4.35, repro,
2008-12-13,25.45, -35.49, -12.15, 1.34, 0.99, 4.09, repro,
2008-12-14,25.56, -35.32, -10.66, 1.29, 0.95, 3.98, repro,
2008-12-15,25.08, -34.60, -10.01, 1.35, 0.98, 4.1, repro,
2008-12-16,24.97, -34.51, -9.12, 1.51, 1.1, 4.57, repro,
2008-12-17,26.72, -35.04, -6.66, 1.41, 1.03, 4.24, repro,
2008-12-18,25.42, -35.99, -4.73, 1.32, 0.96, 4.02, repro,
2008-12-19,25.79, -36.01, -4.95, 1.41, 1.01, 4.19, repro,
2008-12-20,26.64, -35.83, -9.06, 1.41, 1.02, 4.28, repro,
2008-12-21,25.44, -34.11, -7.67, 1.34, 0.97, 4.05, repro,
2008-12-22,25.44, -35.95, -2.78, 1.39, 1.01, 4.22, repro,
2008-12-23,25.54, -36.94, 1.19, 1.32, 0.95, 3.99, repro,
2008-12-24,24.96, -36.29, 5.68, 1.32, 0.95, 3.98, repro,
2008-12-25,24.62, -37.31, 0.29, 1.42, 1.06, 4.33, repro,
2008-12-26,25.49, -38.42, 7.43, 1.36, 1.01, 4.09, repro,
2008-12-27,25.51, -37.42, 0.63, 1.43, 1.05, 4.29, repro,
2008-12-28,26.34, -37.62, -5.23, 1.46, 1.06, 4.37, repro,
2008-12-29,26.34, -37.49, -9.16, 1.38, 1, 4.09, repro,
2008-12-30,25.57, -37.23, -10.89, 1.36, 0.98, 4, repro,
2008-12-31,25.18, -37.22, -9.78, 1.35, 0.97, 4.02, repro,
2009-01-01,26.45, -37.12, -6.82, 1.44, 1.04, 4.28, repro,
2009-01-02,24.99, -36.89, -7.97, 1.38, 1, 4.11, repro,
2009-01-03,24.44, -37.20, -8.63, 1.34, 0.96, 4, repro,
2009-01-04,24.31, -37.31, -5.70, 1.45, 1.04, 4.35, repro,
2009-01-05,24.98, -37.89, -1.99, 1.33, 0.96, 3.92, repro,
2009-01-06,25.12, -37.57, -6.29, 1.39, 1.02, 4.13, repro,
2009-01-07,25.02, -37.25, -6.99, 1.3, 0.94, 3.85, repro,
2009-01-08,26.27, -37.89, -7.49, 1.33, 0.96, 3.91, repro,
2009-01-09,25.66, -38.17, -9.54, 1.46, 1.06, 4.26, repro,
2009-01-10,27.15, -38.79, -12.84, 1.46, 1.05, 4.31, repro,
2009-01-11,26.45, -37.92, -11.32, 1.36, 1, 4.08, repro,
2009-01-12,27.14, -38.69, -10.82, 1.61, 1.15, 4.84, repro,
2009-01-13,27.17, -38.40, -9.87, 1.68, 1.2, 4.99, repro,
2009-01-14,27.75, -39.72, -8.77, 2.11, 1.47, 6.31, repro,
2009-01-15,27.66, -40.67, -7.15, 2.15, 1.51, 6.5, repro,
2009-01-16,27.69, -42.29, -1.85, 1.86, 1.31, 5.68, repro,
2009-01-17,26.90, -40.57, -9.76, 1.65, 1.18, 4.99, repro,
2009-01-18,27.39, -42.48, -8.22, 1.68, 1.2, 5.04, repro,
2009-01-19,29.60, -42.48, -11.40, 1.88, 1.32, 5.66, repro,
2009-01-20,28.49, -39.73, -15.35, 1.58, 1.13, 4.73, repro,
2009-01-21,27.40, -39.02, -14.49, 1.45, 1.03, 4.36, repro,
2009-01-22,29.07, -39.51, -12.63, 1.49, 1.06, 4.53, repro,
2009-01-23,30.25, -40.10, -12.45, 1.42, 1.01, 4.32, repro,
2009-01-24,34.67, -38.90, -4.90, 1.61, 1.15, 4.87, repro,
2009-01-25,33.16, -40.81, -8.51, 1.55, 1.1, 4.65, repro,
2009-01-26,32.50, -39.03, -3.08, 1.62, 1.15, 4.87, repro,
2009-01-27,31.01, -39.27, 6.30, 1.48, 1.05, 4.4, repro,
2009-01-28,32.62, -39.47, 1.56, 1.63, 1.15, 4.86, repro,
2009-01-29,35.43, -38.45, 1.87, 1.72, 1.2, 5.07, repro,
2009-01-30,32.31, -38.38, -0.05, 1.74, 1.22, 5.18, repro,
2009-01-31,32.58, -38.85, 1.67, 1.69, 1.19, 5.06, repro,
2009-02-01,29.25, -40.04, -5.82, 1.47, 1.04, 4.4, repro,
2009-02-02,28.53, -39.11, -5.67, 1.49, 1.05, 4.46, repro,
2009-02-03,28.42, -38.95, -7.19, 1.47, 1.04, 4.39, repro,
2009-02-04,30.80, -40.69, -5.22, 1.37, 0.95, 4.17, repro,
2009-02-05,30.11, -41.01, -7.80, 1.38, 0.97, 4.18, repro,
2009-02-06,29.60, -40.36, -5.82, 1.66, 1.18, 4.93, repro,
2009-02-07,27.87, -40.49, -6.51, 1.52, 1.08, 4.46, repro,
2009-02-08,27.27, -40.75, -6.26, 1.45, 1.02, 4.26, repro,
2009-02-09,28.61, -40.47, -9.60, 1.34, 0.94, 3.99, repro,
2009-02-10,29.11, -39.65, -9.76, 1.41, 0.97, 4.19, repro,
2009-02-11,29.74, -40.76, -11.17, 1.37, 0.95, 4.06, repro,
2009-02-12,31.01, -42.51, -11.72, 1.45, 1.01, 4.23, repro,
2009-02-13,30.81, -40.88, -14.87, 1.41, 0.95, 4.18, repro,
2009-02-14,29.50, -40.79, -16.87, 1.41, 0.98, 4.15, repro,
2009-02-15,29.72, -41.77, -12.78, 1.43, 0.99, 4.3, repro,
2009-02-16,32.36, -41.79, -3.83, 1.44, 1, 4.3, repro,
2009-02-17,34.47, -41.46, 2.60, 1.72, 1.18, 5.15, repro,
2009-02-18,29.57, -39.43, -13.85, 1.5, 1.05, 4.49, repro,
2009-02-19,27.77, -40.00, -13.62, 1.61, 1.12, 4.94, repro,
2009-02-20,30.06, -41.48, -16.03, 1.47, 1.03, 4.37, repro,
2009-02-21,30.44, -40.96, -19.54, 1.34, 0.93, 3.97, repro,
2009-02-22,30.42, -41.30, -14.23, 1.4, 0.97, 4.16, repro,
2009-02-23,30.01, -40.79, -12.44, 1.4, 0.97, 4.14, repro,
2009-02-24,30.92, -41.71, -13.16, 1.37, 0.93, 4.05, repro,
2009-02-25,30.23, -41.93, -12.40, 1.39, 0.95, 4.16, repro,
2009-02-26,29.63, -41.82, -9.52, 1.55, 1.04, 4.57, repro,
2009-02-27,31.65, -41.46, -15.26, 1.37, 0.95, 4.02, repro,
2009-02-28,30.30, -42.04, -16.61, 1.41, 0.98, 4.2, repro,
2009-03-01,30.98, -42.06, -11.78, 1.33, 0.93, 3.97, repro,
2009-03-02,30.92, -41.72, -10.12, 1.4, 0.96, 4.12, repro,
2009-03-03,30.40, -41.96, -6.66, 1.46, 1.02, 4.34, repro,
2009-03-04,31.75, -40.80, -10.48, 1.44, 0.99, 4.33, repro,
2009-03-05,32.04, -41.90, -8.11, 1.64, 1.12, 4.94, repro,
2009-03-06,34.26, -40.99, -4.46, 1.86, 1.3, 5.63, repro,
2009-03-07,31.81, -40.81, -16.22, 1.5, 1.05, 4.52, repro,
2009-03-08,32.62, -42.45, -18.94, 1.38, 0.97, 4.21, repro,
2009-03-09,33.36, -42.74, -18.49, 1.48, 1.05, 4.43, repro,
2009-03-10,33.64, -43.19, -16.17, 1.49, 1.05, 4.54, repro,
2009-03-11,35.52, -43.85, -8.35, 1.46, 1.03, 4.41, repro,
2009-03-12,36.14, -42.16, -5.56, 1.58, 1.13, 4.78, repro,
2009-03-13,33.93, -42.87, -5.59, 1.58, 1.14, 4.83, repro,
2009-03-14,32.71, -42.94, -7.37, 1.55, 1.09, 4.73, repro,
2009-03-15,31.47, -43.05, -7.38, 1.58, 1.11, 4.72, repro,
2009-03-16,33.08, -45.07, -4.00, 1.48, 1.08, 4.5, repro,
2009-03-17,32.78, -44.31, -11.38, 1.55, 1.09, 4.73, repro,
2009-03-18,31.62, -43.78, -14.16, 1.72, 1.21, 5.2, repro,
2009-03-19,31.94, -43.70, -10.15, 1.52, 1.08, 4.63, repro,
2009-03-20,32.04, -43.75, -11.39, 1.37, 0.97, 4.19, repro,
2009-03-21,33.09, -44.51, -11.56, 1.41, 1.06, 4.29, repro,
2009-03-22,34.14, -46.34, -10.39, 1.48, 1.04, 4.5, repro,
2009-03-23,31.84, -43.42, -8.97, 1.49, 1.04, 4.52, repro,
2009-03-24,33.21, -44.95, -8.16, 1.45, 1.09, 4.41, repro,
2009-03-25,32.60, -44.42, -9.50, 1.5, 1.05, 4.6, repro,
2009-03-26,33.27, -44.14, -5.98, 1.6, 1.13, 4.86, repro,
2009-03-27,34.92, -43.83, -4.14, 1.57, 1.11, 4.78, repro,
2009-03-28,30.60, -43.16, -9.92, 1.38, 1.06, 4.19, repro,
2009-03-29,31.04, -43.42, -6.99, 1.4, 1, 4.25, repro,
2009-03-30,29.85, -42.61, -7.13, 1.49, 1.07, 4.49, repro,
2009-03-31,29.73, -42.40, -11.39, 1.35, 1.02, 4.15, repro,
2009-04-01,29.74, -42.46, -11.15, 1.41, 1, 4.29, repro,
2009-04-02,30.17, -41.97, -8.70, 1.41, 1.01, 4.19, repro,
2009-04-03,30.21, -43.79, -11.25, 1.45, 1.05, 4.31, repro,
2009-04-04,31.11, -44.01, -12.09, 1.44, 1.12, 4.39, repro,
2009-04-05,32.17, -44.12, -15.48, 1.48, 1.14, 4.53, repro,
2009-04-06,31.78, -43.67, -16.09, 1.37, 1.1, 4.17, repro,
2009-04-07,30.31, -43.53, -11.04, 1.49, 1.12, 4.55, repro,
2009-04-08,30.77, -42.90, -11.98, 1.47, 1.09, 4.53, repro,
2009-04-09,30.75, -42.37, -11.02, 1.45, 1.08, 4.35, repro,
2009-04-10,31.41, -44.46, -5.90, 1.42, 1.1, 4.37, repro,
2009-04-11,31.00, -45.65, -9.36, 1.56, 1.2, 4.83, repro,
2009-04-12,30.55, -44.14, -12.27, 1.54, 1.18, 4.69, repro,
2009-04-13,30.23, -42.79, -14.87, 1.43, 1.15, 4.38, repro,
2009-04-14,31.86, -44.28, -12.99, 1.44, 1.19, 4.42, repro,
2009-04-15,32.13, -43.49, -10.05, 1.44, 1.13, 4.44, repro,
2009-04-16,31.75, -44.28, -12.80, 1.47, 1.14, 4.52, repro,
2009-04-17,30.53, -44.41, -14.95, 1.52, 1.22, 4.66, repro,
2009-04-18,31.39, -44.38, -14.16, 1.52, 1.15, 4.69, repro,
2009-04-19,32.49, -45.83, -14.91, 1.58, 1.17, 4.84, repro,
2009-04-20,30.62, -44.09, -15.30, 1.43, 1.15, 4.4, repro,
2009-04-21,30.28, -43.85, -15.81, 1.41, 1.09, 4.35, repro,
2009-04-22,30.80, -44.32, -13.38, 1.41, 1.07, 4.33, repro,
2009-04-23,30.13, -42.81, -12.47, 1.63, 1.25, 5.05, repro,
2009-04-24,30.08, -43.53, -16.25, 1.62, 1.24, 4.98, repro,
2009-04-25,30.76, -44.37, -14.66, 1.44, 1.05, 4.44, repro,
2009-04-26,29.75, -43.72, -17.01, 1.52, 1.11, 4.69, repro,
2009-04-27,28.74, -41.33, -17.34, 1.69, 1.21, 5.24, repro,
2009-04-28,28.58, -41.59, -18.31, 1.56, 1.15, 4.82, repro,
2009-04-29,30.23, -44.41, -20.73, 1.46, 1.09, 4.51, repro,
2009-04-30,30.18, -42.78, -19.24, 1.44, 1.1, 4.46, repro,
2009-05-01,30.56, -43.89, -13.78, 1.46, 1.1, 4.5, repro,
2009-05-02,30.26, -44.37, -9.87, 1.46, 1.08, 4.54, repro,
2009-05-03,29.84, -44.28, -9.52, 1.41, 1.05, 4.34, repro,
2009-05-04,30.38, -43.99, -6.53, 1.4, 1.07, 4.3, repro,
2009-05-05,29.29, -44.36, -5.10, 1.44, 1.11, 4.31, repro,
2009-05-06,30.27, -44.56, -8.24, 1.5, 1.11, 4.63, repro,
2009-05-07,31.80, -45.18, -13.37, 1.49, 1.11, 4.58, repro,
2009-05-08,30.74, -44.31, -14.72, 1.52, 1.15, 4.7, repro,
2009-05-09,30.61, -43.90, -14.77, 1.53, 1.14, 4.71, repro,
2009-05-10,30.82, -43.15, -15.47, 1.5, 1.12, 4.61, repro,
2009-05-11,30.57, -44.34, -14.24, 1.46, 1.09, 4.5, repro,
2009-05-12,30.84, -44.32, -13.60, 1.49, 1.11, 4.57, repro,
2009-05-13,31.02, -44.40, -10.14, 1.36, 1.02, 4.18, repro,
2009-05-14,30.05, -44.63, -10.52, 1.4, 1.05, 4.26, repro,
2009-05-15,31.35, -45.02, -12.00, 1.42, 1.06, 4.29, repro,
2009-05-16,31.61, -44.61, -14.98, 1.48, 1.11, 4.51, repro,
2009-05-17,30.23, -44.54, -12.42, 1.48, 1.11, 4.46, repro,
2009-05-18,30.75, -44.62, -11.84, 1.49, 1.11, 4.48, repro,
2009-05-19,30.16, -44.12, -12.96, 1.47, 1.12, 4.41, repro,
2009-05-20,30.69, -44.70, -8.85, 1.43, 1.11, 4.39, repro,
2009-05-21,32.84, -46.01, -12.56, 1.52, 1.15, 4.73, repro,
2009-05-22,32.82, -46.69, -8.69, 1.46, 1.12, 4.54, repro,
2009-05-23,32.38, -47.11, -8.41, 1.54, 1.18, 4.8, repro,
2009-05-24,31.66, -46.38, -11.39, 1.51, 1.17, 4.77, repro,
2009-05-25,31.29, -45.61, -10.57, 1.65, 1.24, 5.13, repro,
2009-05-26,30.57, -44.52, -12.64, 1.46, 1.11, 4.46, repro,
2009-05-27,31.11, -45.30, -10.02, 1.33, 1.02, 4.08, repro,
2009-05-28,31.44, -45.68, -5.33, 1.38, 1.05, 4.31, repro,
2009-05-29,31.46, -45.89, -4.45, 1.45, 1.12, 4.5, repro,
2009-05-30,31.35, -45.61, -8.33, 1.45, 1.1, 4.49, repro,
2009-05-31,31.98, -46.02, -10.44, 1.52, 1.14, 4.64, repro,
2009-06-01,32.14, -44.03, -9.88, 1.58, 1.18, 4.87, repro,
2009-06-02,32.57, -45.16, -12.35, 1.61, 1.2, 4.91, repro,
2009-06-03,31.40, -44.98, -11.10, 1.45, 1.1, 4.49, repro,
2009-06-04,31.34, -45.78, -9.60, 1.71, 1.28, 5.37, repro,
2009-06-05,30.86, -44.91, -9.73, 2.35, 1.67, 7.23, repro,
2009-06-06,31.84, -44.00, -5.11, 1.57, 1.18, 4.84, repro,
2009-06-07,32.34, -46.06, -8.27, 1.53, 1.2, 4.77, repro,
2009-06-08,31.29, -46.25, -6.28, 1.47, 1.16, 4.59, repro,
2009-06-09,31.81, -46.15, -4.62, 1.71, 1.3, 5.28, repro,
2009-06-10,31.40, -47.16, -5.95, 1.34, 1.05, 4.14, repro,
2009-06-11,31.95, -46.58, -12.17, 1.55, 1.2, 4.79, repro,
2009-06-12,32.77, -46.36, -8.81, 1.57, 1.19, 4.85, repro,
2009-06-13,32.81, -47.28, -7.05, 1.51, 1.16, 4.68, repro,
2009-06-14,32.79, -47.84, -4.20, 1.38, 1.06, 4.2, repro,
2009-06-15,32.91, -47.52, -4.64, 1.5, 1.16, 4.58, repro,
2009-06-16,31.80, -47.20, -3.71, 1.39, 1.14, 4.22, repro,
2009-06-17,32.62, -47.64, -1.85, 1.57, 1.2, 4.89, repro,
2009-06-18,33.26, -48.68, -0.44, 1.63, 1.23, 5, repro,
2009-06-19,31.92, -47.73, -0.67, 1.48, 1.11, 4.5, repro,
2009-06-20,31.93, -47.07, 0.62, 1.45, 1.1, 4.44, repro,
2009-06-21,33.84, -48.53, -2.70, 1.51, 1.2, 4.6, repro,
2009-06-22,33.29, -51.39, -4.76, 1.45, 1.15, 4.38, repro,
2009-06-23,32.05, -48.03, -5.09, 1.65, 1.31, 5.1, repro,
2009-06-24,31.99, -47.88, -1.93, 1.42, 1.11, 4.23, repro,
2009-06-25,31.85, -47.74, -2.44, 1.41, 1.12, 4.23, repro,
2009-06-26,32.05, -49.12, -0.85, 1.47, 1.16, 4.49, repro,
2009-06-27,32.94, -47.89, -1.33, 1.41, 1.13, 4.35, repro,
2009-06-28,32.35, -48.38, -4.45, 1.31, 1.06, 4, repro,
2009-06-29,33.33, -49.38, -4.49, 1.28, 1.01, 3.93, repro,
2009-06-30,33.66, -49.00, -5.29, 1.31, 1.05, 3.9, repro,
2009-07-01,33.06, -48.21, -12.53, 1.31, 1.06, 3.99, repro,
2009-07-02,32.56, -48.67, -10.52, 1.33, 1.04, 4, repro,
2009-07-03,32.96, -47.13, -8.57, 1.72, 1.32, 5.28, repro,
2009-07-04,32.42, -45.70, -6.16, 1.65, 1.27, 4.96, repro,
2009-07-05,33.44, -47.37, -6.82, 1.43, 1.14, 4.31, repro,
2009-07-06,33.09, -49.30, -3.09, 1.41, 1.09, 4.2, repro,
2009-07-07,33.51, -48.34, -4.26, 1.37, 1.07, 4.08, repro,
2009-07-08,34.28, -49.49, -2.22, 1.44, 1.11, 4.28, repro,
2009-07-09,32.80, -49.55, -1.53, 1.43, 1.1, 4.28, repro,
2009-07-10,32.98, -48.63, -3.26, 1.65, 1.25, 5.02, repro,
2009-07-11,34.34, -49.99, -1.83, 1.71, 1.29, 5.2, repro,
